Item,Quantity,Name,Material
1,1,top_nimble_mgn15,PETG
2,1,top_endstop_plug_mgn15,PETG
3,1,Duct v2.1 Straight,PETG
4,1,bottom_mgn15,PETG
5,1,Zesty Nimble v2 Extruder,"Nylon "
6,4,DIN 912 M3 40 mm,Hardened Alloy Steel
7,3,DIN 912 M3 30 mm,Hardened Alloy Steel
8,2,DIN 912 M3 20 mm,Hardened Alloy Steel
9,4,DIN 912 M3 10 mm,Hardened Alloy Steel
10,1,DIN 912 M3 6 mm,Hardened Alloy Steel
11,6,"M3  Hex nut ",Hardened Alloy Steel
